teks,kategori
"mohon pasang lampu jalan dan cctv d titik rawan, Warung miras ilegal d Solokan Jeruk udah bikin suara bising ga bsa tidur tiap mlm bikin warga takut keluar rumah malem hari",Keamanan/Ketertiban
"tolong usut tuntas pungli bantuan sosial ini, Bantuan santunan lansia di Banjaran udah ada pemotongan dana sepihak oleh oknum RT/RW bikin lansia kurang mampu kesulitan beli beras",Bansos
"mohon aparat keamanan segera bertindak tegas, Warung miras ilegal d Ibun udah sering lempar batu dan botol kaca bikin lingkungan jadi rawan kriminal",Keamanan/Ketertiban
"Jalan menuju sekolah rusak parah, anak2 sering jatoh pas lewat situ",Jalan Rusak
"Kartu Sembako Murah d Manggahang salah sasaran yg mampu dan bermobil malah dapet, warga ngeluh ga ada transparansi, mohon penyaluran bansos dilakukan secara transparan",Bansos
"Bantuan modal UMKM di Cimenyan saldo di kartu e-warong kosong melompong, uang bantuan berkurang banyak kepotong pungli, mohon penyaluran bansos dilakukan secara transparan",Bansos
"jangan nunggu ada korban jiwa baru dibenerin, Akses jalan masuk di Ciganitri udah bolong dalem bngt bikin bahaya bgt buat anak2 sekolah",Jalan Rusak
"tolong usut tuntas pungli bantuan sosial ini, Kartu Keluarga Sejahtera (KKS) di Pasirjambu udah warga difabel/lansia terlewat ga didata bikin warga ngeluh ga ada transparansi",Bansos
Min tolong Bansos PKH dan BPNT daerah Cikoneng ada pemotongan dana sepihak oleh oknum RT/RW sampe korban PHK ga dapet perhatian sama sekali,Bansos
"Warga Majalaya ngeluh Bantuan santunan lansiaa keluarga dan timses kades diprioritaskan, dampaknya uang bantuan berkurang banyak kepotong pungli, plis verifikasi lapangan langsung ke rumah warga",Bansos
"Warga Pasirjambu ngeluh Pintu air bikin bau comberan masuk k kamar, dampaknya warga terpaksa ngungsi k mushola, butuh perahu karet buat evakuasi warga",Sampah/Banjir
Petugas kelurahan bilang bansos saya ditolak tanpa alasan jelas,Bansos
"Min tolong Bantuan bedah rumah rutilahu daerah Majalaya kualitas beras berkutu, apek dan hancur sampe warga miskin beneran cuma bs gigit jari",Bansos
"kemensos tlg perbaiki sistem data DTKS, Kartu Keluarga Sejahtera (KKS) di Pangalengan udah nama dicoret tiba-tiba padahal miskin bikin korban PHK ga dapet perhatian sama sekali",Bansos
"Parah banget Bantuan santunan lansia sekitar Cimenyan salah sasaran yg mampu dan bermobil malah dapet, warga sakit ga bisa berobat krn KIS dinonaktifkan tolong segera ditindak",Bansos
"Parah bngt Pelecehan / catcalling sekitar Kopo beraksi pas subuh warga lagi sholat, warga jadi was-was dan ga tenang tolong segera ditindak",Keamanan/Ketertiban
Min plis Banjir tahunan daerah Paseh menggunung udah berminggu-minggu ga diangkut sampe bikin lingkungan kumuh dan bau menyengat,Sampah/Banjir
"pliss segera di tindaklanjuti pa, Jalan utama di Pasirjambu udah rusak parah abis dilewatin truk bikin pemotor sering kaget ngerem mendadak",Jalan Rusak
"Lapor pak, Pencurian rumah kosong Katapang nyolong barang warga secara beruntun korban mengalami luka sabetan sajam. min tolong sampaikan ke babinsa/bhabinkamtibmas",Keamanan/Ketertiban
"Lapor pak, Bantuan bedah rmh rutilahu Katapang saldo di kartu e-warong kosong melompong uang bantuan berkurang banyak kepotong pungli. mohon penyaluran bansos dilakukan secara transparan",Bansos
"Laporr pak, Jalan alternatif Solokan Jeruk aspalnya udah ngelupas abis shockbreaker motor jebol. jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"mohon aparat keamanan segera bertindak tegas, Knalpot brong bising d Ujungberung udah makin marak dan meresahkan warga bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Warga Paseh ngeluh Aksi curanmor makin marak dan meresahkan warga, dampaknya warga takut keluar rmh malem hari, tlong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Warga Cileunyi ngeluh Bantuan bedah rmh rutilahu nama dicoret tiba-tiba padahal miskin, dampaknya uang bantuan berkurang banyak kepotong pungli, tolong usut tuntas pungli bantuan sosial ini",Bansos
"Warga Baleendah ngeluh Pencurian rmh kosong terjadi terus tiap mlem minggu, dampaknya pedagang kecil rugi diperas terus, mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Warga Tegalluar ngeluh Sound horeg hajatan beraksi pas subuh warga lagi sholat, dampaknya lingkungan jadi rawan kriminal, tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Data KK saya salah di sistem bansos, minta diperbaiki segera",Bansos
"mohon penyaluran bansos dilakukan secara transparan, Kartu Keluarga Sejahtera (KKS) di Pangalengan udah keluarga dan timses kades diprioritaskan bikin warga sakit ga bs berobat krn KIS dinonaktifkan",Bansos
Min tolong Tikungan jalan daerah Ciparay penuh kubangan air sampe shockbreaker muntor jebol,Jalan Rusak
"tolong usut tuntas pungli bantuan sosial ini, Kartu Indonesia Sehat (KIS PBI) di Paseh udah udah 3 bulan belum cair tanpa penjelasan bikin warga miskin beneran cuma bsa gigit jari",Bansos
"tolong bantu proses pencairan kartu sy min, Kartu Sembako Murah d Tegalluar udah ada pemotongan dana sepihak oleh oknum RT/RW bikin lansia kurang mampu kesulitan beli beras",Bansos
"Parah bngt Kali dekat pasar sekitar Cangkuang tanggulnya rembes dan bocor, bau busuk kecium sampe radius 300 meter tolong segera ditindak",Sampah/Banjir
"Parah bgt Jembatan kecil sekitar Bojongsoang aspalnya udah ngelupas abis, bikin macet parah tiap pagi tlong segera ditindak",Jalan Rusak
"Jalan desa d Cibaduyut bergelombang bikin oleng, angkot ga mau lewat situ lg, mohon pak bupati gercep benerin",Jalan Rusak
"Warga Soreang ngeluh Kartu Keluarga Sejahtera (KKS) saldo di kart e-warong kosong melompong, dampaknya warga sakit ga bs berobat krn KIS dinonaktifkan, mohon penyaluran bansos dilakukan secara transparan",Bansos
"Warungg miras ilegal di Cangkuang neror anak-anak sekolah pas pulang, warga takut keluar rumah malem hari, tolong pos kamling diaktifkan lagi",Keamanan/Ketertiban
"Parah banget Jalan poros sekitar Cibaduyut penuh kubangan air, angkot ga mau lewat situ lg tlong segera ditindak",Jalan Rusak
"tolong pak camat segera tinjau lokasi, Drainase pemukiman di Ciganitri udah mampet total gara-gara plastik dan sampah bikin akses jalan lumpuh total ga bisa lewat motor",Sampah/Banjir
"Warga Cibaduyut ngeluh Pintu air mampet total gara-gara plastik dan sampah, dampaknya bikin lingkungan kumuh dan bau menyengat, mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
Sering ada laporan pencurian ternak warga di daerah pinggiran desa,Keamanan/Ketertiban
"Saluran air induk d Paseh lumpur sedimennya udah tebel bgt, bikin lingkungan kumuh dan bau menyengat, tlg pak camat segera tinjau lokasi",Sampah/Banjir
Min tlg Bantuan santunan lansia daerah Kopo salah sasaran yg mampu dan bermobil malah dapet sampe uang bantuan berkurang banyak kepotong pungli,Bansos
Saya kehilangan pekerjaan tapi ga masuk kategori penerima bantuan,Bansos
Min tolong Pungutan liar oknum daerah Pameungpeuk bikin suara bising ga bs tidur tiap mlm sampe anak balita kaget nangis kebangun,Keamanan/Ketertiban
"Parah bngt Jalan komplek sekitar Sapan bergelombang bikin oleng, bikin motor sering jatoh tiap malem plis segera ditindak",Jalan Rusak
Min tolong Jembatan kecil daerah Ujungberung amblas separuh badan sampe bahaya bgt buat anak2 sekolah,Jalan Rusak
"min tolong sampaikan ke dinas terkait, Jembatan kecil di Ciganitri udah retak-retak parah bikin bikin motor sering jatoh tiap malem",Jalan Rusak
"Parah banget Genangan cileuncang sekitar Manggahang menggunung udah berminggu-minggu ga diangkut, motor mogok massal pas nekat nerobos tolong segera ditindak",Sampah/Banjir
Min tlg Kartu Keluarga Sejahtera (KKS) daerahh Cibiru ada pemotongan dana sepihak oleh oknum RT/RW sampe lansia kurang mampu kesulitan beli beras,Bansos
"jangan nunggu ada korban jiwa baru dibenerin, Jalur tanjakan di Margahayu udah aspal hotmix nya ngelotok bikin bikin motor sering jatoh tiap malem",Jalan Rusak
"Lapor pak, Bansos PKH dan BPNT Pameungpeuk salah sasaran yg mampu dan bermobil malah dapet anak yatim ga bisa beli perlengkapan sekolah. tlong bantu proses pencairan kartu saya min",Bansos
Min tlong Judi online slot daerah Cicalengka sering lempar batu dan botol kaca sampe anak balita kaget nangis kebangun,Keamanan/Ketertiban
"Parah banget Bantuan bedah rumah rutilahu sekitar Cibaduyut salah sasaran yg mampu dan bermobil malah dapet, uang bantuan berkurang banyak kepotong pungli plis segera ditindak",Bansos
"minta tolon segera d hotmix, Jalur tanjakan d Cangkuang udah ancur lebur bikin angkot ga mau lewat situ lg",Jalan Rusak
Aspal jalan Pameungpeuk mengelupas semua debu bertebaran kemana-mana,Jalan Rusak
"Lapor pak, Tikungan jalan Gedebage rusak parah abis dilewatin truk bikin debu tebel kalo panas. mohon pak bupati gercep benerin",Jalan Rusak
Jalan lingkar selatan penuh lubang bikin macet dan bahaya,Jalan Rusak
"Lapor pak, Tempat penampungan sampah Solokan Jeruk merendam rumah warga setinggi paha anak sekolah ga bisa lewat. minta bantuan pompa air sedot banjir min",Sampah/Banjir
"mohon aparat keamanan segera bertindak tegas, Geng motor ugal-ugalan di Arjasari udah maksa minta uang keamanan k pedagang kecil bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Warga Ibun ngeluh Jalan utama bolongg dalem bngt, dampaknya udh brp kali ada korban kecelakaan, minta tlg segera di hotmix",Jalan Rusak
"Drainase mampet di Margahayu, air ga bisa ngalir pas ujan",Sampah/Banjir
"Parah banget Balap liar tengah malam sekitar Rancamanyar maksa minta uang keamanan k pedagang kecil, lingkungan jadi rawan kriminal tlon segera ditindak",Keamanan/Ketertiban
"Bantuan bedah rumah rutilahu di Cimenyan warga difabel/lansia terlewat ga didata, warga miskin beneran cuma bisa gigit jari, tolong verifikasi lapangan langsung ke rumah warga",Bansos
"Aksi begal bersenjata di Pangalengan nongkrong di pos ronda sambil nenggak ciu, warga jadi was-was dan ga tenang, mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
"Parah banget Saluran air induk sekitar Ciparay ga surut-surut udah 3 hari, bikin warga gatal-gatal dan batuk tolong segera ditindak",Sampah/Banjir
Penerangan jalan kurang bikin rawan tindak kejahatan di malam hari,Keamanan/Ketertiban
"Kartu Keluarga Sejahtera (KKS) d Soreang keluarga dan timses kades diprioritaskan, uang bantuan berkurang banyak kepotong pungli, tolong verifikasi lapangan langsung k rmh warga",Bansos
"Warga Katapang ngeluh Bantuan Langsung Tunai (BLT) ada pemotongan dana sepihak oleh oknum RT/RW, dampaknya lansia kurang mampu kesulitan beli beras, mohon penyaluran bansos dilakukan secara transparan",Bansos
Min tolong Bantuan santunan lansia daerah Cibaduyut proses birokrasinya dipersulit petugas kelurahan sampe korban PHK ga dapet perhatian sama sekali,Bansos
"Lapor pak, Aspal jalan Cikoneng banyak jeglongan sewu bahaya bgt buat anak2 sekolah. tlg pak lurah perhatikan jalan kami",Jalan Rusak
Ada perkelahian antar warga gara-gara masalah sepele tapi jadi ricuh,Keamanan/Ketertiban
"Lapo pak, Jalan raya Arjasari licin dan banyak kerikil tajam warga was2 tiap lewat apalagi pas ujan. tlg secepatnya di perbaiki min",Jalan Rusak
"Penyaluran beras bansos di Paseh warga difabel/lansia terlewat ga didata, warga ngeluh ga ada transparansi, tolong verifikasi lapangan langsung k rumah warga",Bansos
"Parah bgt Saluran air induk sekitar Gedebage meluap ke jalan tiap ujan lebat, anak sekolah ga bs lewat tolong segera ditindak",Sampah/Banjir
"Parah banget Jln protokol sekitar Gedebage berlubang parah, shockbreake motor jebol plis segera ditindak",Jalan Rusak
"Parah bgt Bantuan modal UMKM sekitar Rancamanyar saldo di kartuu e-warong kosong melompong, warga miskin beneran cuma bsa gigit jari tlong segera ditindak",Bansos
"Lapor pak, Tempat penampungan sampah Kutawaringin tanggulnya rembes dan bocor barang elektronik pada rusak kerendem. dinas kebersihan tolong angkut sampahnya",Sampah/Banjir
"Pencairan dana bansos d kantor pos/bank d Rancamanyar nama dicoret tiba-tiba padahal miskin, warga ngeluh ga ada transparansi, tolong usut tuntas pungli bantuan sosial ini",Bansos
"Penyaluran beras bansos di Soreang nama dicoret tiba-tiba padahal miskin, anak yatim ga bs beli perlengkapan sekolah, tlg usut tuntas pungli bantuan sosial ini",Bansos
"mohon pasang lampu jalan dan cctv d titik rawan, Pemuda mabuk-mabukan d Pameungpeuk udah nyolong barang warga secara beruntun bikin warga takut keluar rmh malem hari",Keamanan/Ketertiban
Rawan begal di jalan sepi menuju perumahan pas malam hari,Keamanan/Ketertiban
"Bantuan bedah rumah rutilahu d Bojongsoang salah sasaran yg mampu dan bermobil malah dapet, warga miskin beneran cuma bisa gigit jari, plis bantu proses pencairan kartu sy min",Bansos
"Bantuan bedah rumah rutilahu di Soreang aplikasi pendaftaran bansos error dan gbs login, korban PHK ga dapet perhatian sama sekali, plis usut tuntas pungli bantuan sosial ini",Bansos
Min tlong Sampah rmh tangga daerah Paseh mampet total gara-gara plastik dan sampah sampe akses jalan lumpuh total ga bisa lewat mtr,Sampah/Banjir
Tawuran pelajar antar sekolah pecah di jembatan penghubung,Keamanan/Ketertiban
Dana desa untuk bansos katanya ada tapi warga ga pernah terima,Bansos
Sudah lapor berkali-kali soal bansos yang ga cair tapi ga ditanggapi,Bansos
"mohon dinas lingkungan hidup turun tangan, Genangan cileuncang d Baleendah udah penuh sampah kasur dan plastik bikin anak sekolah ga bisa lewat",Sampah/Banjir
"Lapor pak, Judi online slot Sukamenak beraksi pas subuh warga lagi sholat warga takut keluar rumah malem hari. tolong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Warga Soreang ngeluh Aksi tawuran remaja beraksi pas subuh warga lagi sholat, dampaknya warga jadi was-was dan ga tenang, mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"tolong verifikasi lapangan langsung ke rumah warga, Bantuan bedah rumah rutilahu di Cibaduyut udah kualitas beras berkutu, apek dan hancur bikin warga miskin beneran cuma bsa gigit jari",Bansos
Min tolong Jalan dekat pasar daerah Ciparay ancur lebur sampe bikin velg muntor peang dan ban bocor,Jalan Rusak
Min tolong Jalan raya daerah Manggahang banyak jeglongan sewu sampe bahaya bgt buat anak2 sekolah,Jalan Rusak
"Parah banget Penyaluran beras bansos sekitar Cibaduyut keluarga dan timses kades diprioritaskan, warga ngeluh ga ada transparansi tolong segera ditindak",Bansos
"mohon kades/lurah tindak tegas oknum yg motong, Bansos PKH dan BPNT d Sukamenak udah udah 3 bulan belum cair tanpa penjelasan bikin warga sakit ga bisa berobat krn KIS dinonaktifkan",Bansos
Air banjir surut lambat karena drainase kota kurang memadai,Sampah/Banjir
"Banjir tahunan di Margahayu penuh sampah kasur dan plastik, banyak nyamuk DBD, tlong keruk selokan min",Sampah/Banjir
Verifikasi data bansos lambat banget prosesnya udah berbulan-bulan,Bansos
Min tolong Data Terpadu Kesejahteraan Sosial (DTKS) daerah Margahayu proses birokrasinya dipersulit petugas kelurahan sampe lansia kurang mampu kesulitan beli beras,Bansos
"Lapor pak, Bantuan bedah rmh rutilahu Cibaduyut saldo di kartu e-warong kosong melompong lansia kurang mampu kesulitan beli beras. mohon kades/lurah tindak tegas oknum yg motongg",Bansos
Min plis Pungutan liar oknum daerah Ciwidey sering lempar batu dan botol kaca sampe warga takut keluar rmh malem hari,Keamanan/Ketertiban
"Lapor pak, Saluran air induk Rancaekek lumpur sedimennya udah tebel bgt bikin warga gatal-gatal dan batuk. dinas kebersihan tlg angkut sampahnya",Sampah/Banjir
Min tolong Jalan dekat pasar daerah Baleendah rusak kena kikis air comberan sampe shockbreaker motor jebol,Jalan Rusak
Warga minta tambahan lampu jalan karena gang gelap banget malam hari,Keamanan/Ketertiban
"Lapor pak, Trotoar Sukamenak aspalnya udah ngelupas abis bikin motor sering jatoh tiap malem. min tolong sampaikan ke dinas terkait",Jalan Rusak
"tangkap dan tindak oknum preman meresahkan, Pelecehan / catcalling di Manggahang udah sering lempar batu dan botol kaca bikin warga takut keluar rumah malem hari",Keamanan/Ketertiban
"Lapor pak, Pencairan dana bansos d kantor pos/bank Tegalluar keluarga dan timses kades diprioritaskan warga ngeluh ga ada transparansi. mohon penyaluran bansos dilakukan secara transparan",Bansos
"Warga Ibun ngeluh Jalur tanjakan bergelombang bikin oleng, dampaknya pemotor sering kaget ngerem mendadak, pliss segera di tindaklanjuti pa",Jalan Rusak
Min tolong Pencurian rumah kosong daerah Tegalluar nongkrong di pos rond sambil nenggak ciu sampe warga jadi was-was dan ga tenang,Keamanan/Ketertiban
"Lapor pak, Jalan desa Majalaya aspalnya udah ngelupas abis bikin macet parah tiap pagi. min plis sampaikan ke dinas terkait",Jalan Rusak
"Jalan utama di Sukamenak retak-retak parah, udh brp kali ada korban kecelakaan, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Warga Katapang ngeluh Kartu Indonesia Sehat (KIS PBI) nama dicoret tiba-tiba padahal miskin, dampaknya korban PHK ga dapet perhatian sama sekali, kemensos tlg perbaiki sistem data DTKS",Bansos
"Warga Rancaekek ngeluh Drainase pemukiman penuh belatung dan lalat hijau, dampaknya akses jalan lumpuh total ga bsa lewat muntor, minta bantuan pompa air sedot banjir min",Sampah/Banjir
"Jalan komplek d Soreang rusakk parah abis dilewatin truk, shockbreaker motor jebol, tolong pak lurah perhatikan jalan kami",Jalan Rusak
"Parah banget Jalan alternatif sekitar Cikoneng penuh kubangan air, bikin debu tebel kalo panas plis segera ditindak",Jalan Rusak
"Laporr pak, Preman pasar Sapan nongkrong di pos ronda sambil nenggak ciu anak balita kaget nangis kebangun. tlg pos kamling diaktifkan lagi",Keamanan/Ketertiban
"Akses jalan masuk di Majalaya rusak kena kikis air comberan, bikin motor sering jatoh tiap malem, min tolong sampaika ke dinas terkait",Jalan Rusak
"Warga Pameungpeuk ngeluh Bansos PKH dan BPNT ada pemotongan dana sepihak oleh oknum RT/RW, dampaknya lansia kurang mampu kesulitan beli beras, kemensos tolongg perbaiki sistem data DTKS",Bansos
Min tolong Sungai/kali daerah Cikoneng tanggulnya rembes dan bocor sampe bikin warga gatal-gatal dan batuk,Sampah/Banjir
"Pemuda mabuk-mabukan di Arjasari terjadi terus tiap mlem minggu, pengendara motor cewek takut lewat situ, tolong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Lapor pak, Jembatan kecil Banjaran licin dan banyak kerikil tajam bikin macet parah tiap pagi. pliss segera d tindaklanjuti pa",Jalan Rusak
Warga minta patroli rutin karena maraknya pencurian motor,Keamanan/Ketertiban
"Aspal jalan utama Baleendah udah pada ngelupas, bahaya banget buat pengendara",Jalan Rusak
"Jembatan kecil di Bojongsoang retak-retak parah, bikin velg muntor peang dan ban bocor, mohon pak bupati gercep benerin",Jalan Rusak
"tangkap dan tindak oknum preman meresahkan, Pelecehan / catcalling d Cibiru udah bikin suara bising ga bisa tidur tiap mlem bikin korban mengalami luka sabetan sajam",Keamanan/Ketertiban
"mohon kades/lurah tindak tegas oknum yg motong, Kartu Keluarga Sejahtera (KKS) di Kopo udah nama dicoret tiba-tiba padahal miskin bikin warga sakit ga bsa berobat krn KIS dinonaktifkan",Bansos
"Lapor pak, Bantuan santunan lansia Baleendah warga difabel/lansia terlewat ga didata warga sakit ga bsa berobat krn KIS dinonaktifkan. mohon kades/lurah tindak tegas oknum yg motong",Bansos
"Genangan cileuncang di Cileunyi tanggulnya rembes dan bocor, barang elektronik pada rusak kerendem, butuh perahu karet buat evakuas warga",Sampah/Banjir
"Lapor pak, Pencurian rumah kosong Rancamanyar makin marak dan meresahkan warga banyak kehilangan muntor dlm sepekan. plis polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"Lapor pak, Kartu Indonesia Sehatt (KIS PBI) Katapang aplikasi pendaftaran bansos error dan gbs login lansia kurang mampu kesulitan beli beras. mohon kades/lurah tindak tegas oknum yg motong",Bansos
Got mampet di gang sempit bikin air kotor masuk ke halaman rumah,Sampah/Banjir
"Judi onlin slot di Pasirjambu nyolong barang warga secara beruntun, anak balita kaget nangis kebangun, tolong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Parah banget Pencurian rumah kosong sekitar Bojongmalaka sering lempar batu dan botol kaca, banyak kehilangan motor dlm sepekan tolong segera ditindak",Keamanan/Ketertiban
Min tolong Data Terpadu Kesejahteraan Sosial (DTKS) daerahh Pasirjambu keluarga dan timses kades diprioritaskan sampe lansia kurang mampu kesulitan beli beras,Bansos
Balap liar tiap malam minggu bikin suara berisik dan bahaya,Keamanan/Ketertiban
Kerusuhan kecil terjadi gara-gara sengketa lahan antar warga,Keamanan/Ketertiban
"Pencairan dana bansos d kantor pos/bank d Ciparay keluarga dan timses kades diprioritaskan, warga ngeluh ga ada transparansi, mohon penyaluran bansos dilakukan secara transparan",Bansos
"Parah banget Bantuan santunan lansia sekitar Banjaran keluarga dan timses kades diprioritaskan, warga sakit ga bisa berobat krn KIS dinonaktifkan tolong segera ditindak",Bansos
"Para bgt Pelecehan / catcalling sekitar Cibaduyut berkeliaran bawa senjata tajam / cerulit, warga jadi was-was dan ga tenang tlong segera ditindak",Keamanan/Ketertiban
"Parah bgt Warung miras ilegal sekitarr Cibiru bikin suara bising ga bs tidur tiap malam, korban mengalami luka sabetan sajam tolong segera ditindak",Keamanan/Ketertiban
"Kartu Keluarga Sejahtera (KKS) d Katapang udah 3 bulan belum cair tanpa penjelasan, uang bantuan berkurang banyak kepotong pungli, tolong bantu proses pencairan kartu saya min",Bansos
Min tolong Sungai/kali daerah Cicalengka airnya item pekat dan berba busuk sampe banyak nyamuk DBD,Sampah/Banjir
Min tlg Pencurian rumah kosong daerah Cikoneng bikin suara bising ga bisa tidur tiap mlm sampe banyak kehilangan muntor dlm sepekan,Keamanan/Ketertiban
"Parah bgt Banjir tahunan sekitar Pasirjambu bikin bau comberan masuk ke kamar, anak sekolah ga bisa lewat tolong segera ditindak",Sampah/Banjir
"tolong pak camat segera tinjau lokasi, Kali dekat pasar di Sapan udah airnya item pekat dan berbau busuk bikin banyak nyamuk DBD",Sampah/Banjir
"Parah bgt Bantuan bedah ruma rutilahu sekitar Cimenyan kualitas beras berkutu, apek dan hancur, lansia kurang mampu kesulitan beli beras tlg segera ditindak",Bansos
"Lapor pak, Gorong-gorong Ciwidey tanggulnya rembes dan bocor warga terpaksa ngungsi ke mushola. mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
"tolong pos kamling diaktifkan lagi, Warung miras ilegal di Bojongmalaka udah nongkrong di pos ronda sambil nenggak ciu bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Parah banget Pencairan dana bansos di kantor pos/bank sekitar Bojongsoang salah sasaran yg mampu dan bermobil malah dapet, korban PHK ga dapet perhatian sama sekali tlong segera ditindak",Bansos
"Parah bngt Saluran air induk sekitar Ciparay lumpur sedimennya udah tebel bgt, anak sekolah ga bsa lewat plis segera ditindak",Sampah/Banjir
"Parah banget Jembatan kecil sekitar Cibiru banyak jeglongan sewu, bikin macet parah tiap pagi plis segera ditindak",Jalan Rusak
"plis usut tuntas pungli bantuan sosial ini, Penyaluran beras bansos di Baleendah udah saldo di kartu e-warong kosong melompong bikin lansia kurang mampu kesulitan beli beras",Bansos
"Lapor pak, Sungai/kali Cimenyan menggunung udah berminggu-minggu ga diangkut warga terpaksa ngungsi ke mushola. mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
"Parah bgt Maling jemuran dan gas lpg sekitar Nagreg bikin suara bising ga bisa tidur tiap malam, warga jadi was-was dan ga tenang tolong segera ditindak",Keamanan/Ketertiban
"Lapor pak, Pungutan liar oknum Bojongmalaka terjadi terus tiap mlm minggu warga takut keluar rumah malem hari. tolong pos kamling diaktifkan lagi",Keamanan/Ketertiban
"Parah banget Sound horeg hajatan sekitar Soreang makin marak dan meresahkan warga, warga takut keluar rumah malem hari tolong segera ditindak",Keamanan/Ketertiban
Min tolong Bantuan bedah rumah rutilahu daerah Ciwideyy proses birokrasinya dipersulit petugas kelurahan sampe warga ngeluh ga ada transparansi,Bansos
Min tolong Akses jalan masuk daerah Katapang rusak parah abis dilewatinn truk sampe warga was2 tiap lewat apalagi pas ujan,Jalan Rusak
"Sampah d TPS d Cileunyi baunya nusuk hidung bikin enek, motor mogok massal pas nekat nerobos, tolong pak camatt segera tinjau lokasi",Sampah/Banjir
"Warga Pasirjambu ngeluh Aksi curanmor neror anak-anak sekolah pas pulang, dampaknya lingkungan jadi rawan kriminal, tolong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Aksi curanmor di Cimenyan nongkrong di pos ronda sambil nenggak ciu, warga jadi was-was dan ga tenang, mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
"Banjir tahunan d Cilengkrang lumpur sedimennya udah tebel bgt, bikin lingkungan kumuh dan bau menyengat, butuh perahu karet buat evakuasi warga",Sampah/Banjir
"mohon aparat keamanan segera bertindak tegas, Pungutan liar oknum di Bojongmalaka udah neror anak-anak sekolah pas pulang bikin warga takut keluar rumah malem hari",Keamanan/Ketertiban
"Warga Pangalengan ngeluh Bantuan Langsung Tunai (BLT) salah sasaran yg mampu dan bermobil malah dapet, dampaknya warga miskin beneran cuma bisa gigit jari, mohon kades/lurah tindak tegas oknum yg motong",Bansos
"Warga Dayeuhkolot ngeluh Bantuan modal UMKM keluarga dan timses kades diprioritaskan, dampaknya anak yatim ga bs beli perlengkapan sekolah, mohon kades/lurah tindak tegas oknum yg motong",Bansos
Ada pungli oknum di pasar yang meresahkan pedagang kecil,Keamanan/Ketertiban
"Judi online marak di kampung kami, banyak warga kecanduan",Keamanan/Ketertiban
"Lapor pak, Bantuan bedah rmh rutilahu Sukamenak saldo di kartu e-warong kosong melompong korban PHK ga dapet perhatian sama sekali. kemensos tolong perbaiki sistem data DTKS",Bansos
Min tlg Geng muntor ugal-ugalan daerah Kutawaringin berkeliaran bawa senjata tajam / cerulit sampe warga jadi was-was dan ga tenang,Keamanan/Ketertiban
"mohon pasang lampu jalan dan cctv d titik rawan, Pungutan liar oknum d Manggahang udah beraksi pas subuh warga lagi sholat bikin banyak kehilangan motor dlm sepekan",Keamanan/Ketertiban
"Parah banget Jalan gang sekitar Pameungpeuk bergelombang bikin oleng, pemotor sering kaget ngerem mendadak tlong segera ditindak",Jalan Rusak
"Warga Ciganitri ngeluh Pelecehan / catcalling sering lempar batu dan botol kaca, dampaknya anak balita kaget nangis kebangun, tlong pos kamling diaktifkan lagi",Keamanan/Ketertiban
"plis armada truk sampah segera dateng, Air selokan d Sapan udah baunya nusuk hidung bikin enek bikin bikin lingkungan kumuh dan bau menyengat",Sampah/Banjir
"Parah banget Sungai/kali sekitar Paseh menggunung udah berminggu-minggu ga diangkut, banyak nyamuk DBD tlong segera ditindak",Sampah/Banjir
"Warga Tegalluar ngeluh Bantuan santunan lansia saldo di kartu e-warong kosong melompong, dampaknya anak yatim ga bs beli perlengkapan sekolah, mohon kades/lurah tindak tegas oknum yg motong",Bansos
"Parah banget Kartu Sembako Murah sekitar Cibaduyut nama dicoret tiba-tiba padahal miskin, warga sakit ga bsa berobat krn KIS dinonaktifkan tolong segera ditindak",Bansos
"Penyaluran bansos terkesan pilih kasih, ga sesuai kondisi ekonomi warga",Bansos
"Lapor pak, Aksi begal bersenjata Cibaduyut makin marak dan meresahkan warga lingkungan jadi rawan kriminal. mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Paving block jalan di Kutawaringin rusak parah abis dilewatin truk, shockbreaker muntor jebol, tolong dinas pupr segera aspal ulang",Jalan Rusak
"Warga Pameungpeuk ngeluh Jalan alternatif bolong dalem bgt, dampaknya udh brp kali ada korban kecelakaan, pliss segera di tindaklanjuti pa",Jalan Rusak
